Source,Target,Weight,Type
2011_0680884_A1,2008_0638048,3,undirected
2011_0680884_A1,2009_0646061,1,undirected
2011_0680884_A1,2009_0719782,1,undirected
2011_0680884_A1,2011_0721877,1,undirected
2011_0680884_A1,2012_0702670,1,undirected
2011_0680884_A1,2014_0709683,3,undirected
2011_0680884_A1,2014_0723684,5,undirected
2011_0680884_A1,2016_0745369,3,undirected
2011_0680884_A1,2017_0754206,4,undirected
2011_0680884_A1,2018_0782592,4,undirected
2011_0680884_A1,2023_0842479,3,undirected
2011_0721829,2006_0603306,2,undirected
2011_0721829,2007_0619316,1,undirected
2011_0721829,2017_0768151,3,undirected
2011_0721829,2022_0823199,1,undirected
2011_0721830,2013_0690270,2,undirected
2011_0721830,2015_0733108,1,undirected
2011_0721830,2017_0758935,3,undirected
2011_0721830,2020_0800575,1,undirected
2011_0721831,2006_0603306,4,undirected
2011_0721831,2008_0719090,3,undirected
2011_0721831,2012_0723276,1,undirected
2011_0721831,2013_0723719,2,undirected
2011_0721831,2014_0718562,3,undirected
2011_0721831,2022_0840512,2,undirected
2011_0721831,2023_0834980,3,undirected
2011_0721875,2006_0606395,4,undirected
2011_0721875,2007_0615718,2,undirected
2011_0721875,2008_0719552,6,undirected
2011_0721875,2009_0719783,3,undirected
2011_0721875,2023_0836668,3,undirected
2011_0721876,2006_0605334,2,undirected
2011_0721876,2009_0641393,6,undirected
2011_0721876,2022_0833151,1,undirected
2011_0721877,2008_0638048,1,undirected
2011_0721877,2011_0680884_A1,1,undirected
2011_0721877,2012_0702670,6,undirected
2011_0721877,2021_0813410,2,undirected
2011_0722431,2006_0608369,3,undirected
2011_0722431,2006_0609650,1,undirected
2011_0722431,2007_0619463,2,undirected
2011_0722431,2008_0638784,2,undirected
2011_0722431,2009_0644523,3,undirected
2011_0722431,2009_0650836,1,undirected
2011_0722431,2009_0721514,4,undirected
2011_0722431,2011_0674372_A1,2,undirected
2011_0722431,2012_0725346,3,undirected
2011_0722431,2013_0689534,5,undirected
2011_0722431,2013_0723770,2,undirected
2011_0722431,2014_0723630,1,undirected
2011_0722431,2015_0738980,1,undirected
2011_0722431,2016_0751321,2,undirected
2011_0722431,2017_0755849,3,undirected
2011_0722431,2019_0787271,2,undirected
2011_0723240,2007_0622595,1,undirected
2011_0723240,2012_0700125,3,undirected
2011_0723240,2019_0791321,2,undirected
2012_0678191_A1,2009_0644523,4,undirected
2012_0678191_A1,2009_0645807,1,undirected
2012_0678191_A1,2009_0650836,3,undirected
2012_0678191_A1,2012_0725346,1,undirected
2012_0678191_A1,2013_0689940,1,undirected
2012_0678191_A1,2014_0723624,1,undirected
2012_0678191_A1,2014_0723630,1,undirected
2012_0678191_A1,2015_0738993,1,undirected
2012_0678191_A1,2016_0751977,2,undirected
2012_0679629_A1,2016_0741744,1,undirected
2012_0679629_A1,2017_0755849,2,undirected
2012_0679629_A1,2017_0757806,3,undirected
2012_0679636_A1,2010_0658130,2,undirected
2012_0679636_A1,2013_0705006,1,undirected
2012_0679636_A1,2015_0735644,3,undirected
2012_0680635_A1,2007_0615718,3,undirected
2012_0680635_A1,2011_0675656_A1,1,undirected
2012_0680635_A1,2013_0689275,1,undirected
2012_0680635_A1,2013_0689534,1,undirected
2012_0680635_A1,2017_0755849,5,undirected
2012_0680635_A1,2017_0767425,1,undirected
2012_0680635_A1,2019_0795031,1,undirected
2012_0680635_A1,2020_0805981,1,undirected
2012_0680635_A1,2021_0812367,3,undirected
2012_0680719_A1,2013_0703374,4,undirected
2012_0680719_A1,2019_0785180,1,undirected
2012_0680719_A1,2019_0786696,2,undirected
2012_0680729_A1,2010_0662860,1,undirected
2012_0680729_A1,2017_0759636,3,undirected
2012_0680729_A1,2018_0773000,4,undirected
2012_0681212_A1,2010_0658130,3,undirected
2012_0681212_A1,2013_0693987,1,undirected
2012_0681212_A1,2018_0783844,2,undirected
2012_0681675,2006_0603306,3,undirected
2012_0681675,2008_0719090,1,undirected
2012_0681675,2014_0723625,2,undirected
2012_0681675,2014_0723682,2,undirected
2012_0681675,2023_0834980,1,undirected
2012_0686399,2010_0658130,2,undirected
2012_0686399,2021_0810916,3,undirected
2012_0686399,2023_0833910,1,undirected
2012_0687085,2010_0724377,1,undirected
2012_0687085,2016_0745634,2,undirected
2012_0687085,2020_0803057,3,undirected
2012_0687383,2007_0614711,2,undirected
2012_0687383,2009_0642509,1,undirected
2012_0687383,2010_0658780,3,undirected
2012_0687383,2012_0702399,5,undirected
2012_0687383,2017_0757806,5,undirected
2012_0693050,2014_0709691,1,undirected
2012_0693050,2016_0740516,2,undirected
2012_0693050,2017_0754893,1,undirected
2012_0693050,2017_0768151,3,undirected
2012_0693050,2019_0788573,1,undirected
2012_0697321,2009_0638953,3,undirected
2012_0697321,2010_0654181,3,undirected
2012_0697321,2011_0668451_A1,2,undirected
2012_0697321,2014_0714083,1,undirected
2012_0697321,2015_0729113,4,undirected
2012_0700125,2011_0723240,3,undirected
2012_0700125,2015_0738980,2,undirected
2012_0700125,2018_0771902,3,undirected
2012_0700125,2019_0791321,1,undirected
2012_0701956,2008_0628716,1,undirected
2012_0701956,2021_0812001,2,undirected
2012_0701956,2021_0820685,2,undirected
2012_0701956,2022_0831470,3,undirected
2012_0701956,2022_0833509,3,undirected
2012_0701956,2023_0835764,3,undirected
2012_0702399,2009_0641033,1,undirected
2012_0702399,2010_0658176,2,undirected
2012_0702399,2012_0687383,5,undirected
2012_0702399,2013_0705158,3,undirected
2012_0702399,2015_0729293,2,undirected
2012_0702399,2015_0729496,3,undirected
2012_0702399,2021_0810109,1,undirected
2012_0702399,2023_0847028,1,undirected
2012_0702670,2008_0638048,2,undirected
2012_0702670,2010_0656183,1,undirected
2012_0702670,2010_0725143,4,undirected
2012_0702670,2011_0680884_A1,1,undirected
2012_0702670,2011_0721877,6,undirected
2012_0702673,2009_0644116,1,undirected
2012_0702673,2016_0752018,2,undirected
2012_0702673,2021_0810916,3,undirected
2012_0704800,2017_0754206,2,undirected
2012_0704800,2018_0783844,3,undirected
2012_0704800,2022_0824284,1,undirected
2012_0723274,2012_0723276,2,undirected
2012_0723274,2013_0696151,2,undirected
2012_0723274,2014_0718562,2,undirected
2012_0723274,2014_0723715,3,undirected
2012_0723274,2021_0815690,4,undirected
2012_0723275,2012_0723276,4,undirected
2012_0723275,2014_0723625,1,undirected
2012_0723275,2014_0723715,3,undirected
2012_0723275,2021_0812002,4,undirected
2012_0723276,2009_0725149,6,undirected
2012_0723276,2011_0721831,1,undirected
2012_0723276,2012_0723274,2,undirected
2012_0723276,2012_0723275,4,undirected
2012_0723276,2013_0696151,3,undirected
2012_0723276,2013_0723683,3,undirected
2012_0723276,2014_0718562,1,undirected
2012_0723276,2014_0723682,4,undirected
2012_0723276,2014_0723715,3,undirected
2012_0723276,2018_0773698,1,undirected
2012_0723276,2018_0774382,2,undirected
2012_0723276,2021_0812002,1,undirected
2012_0723276,2021_0813616,3,undirected
2012_0723276,2021_0815690,2,undirected
2012_0723276,2022_0823200,1,undirected
2012_0723276,2022_0833220,1,undirected
2012_0723276,2023_0842479,2,undirected
2012_0723724,2006_0605308,3,undirected
2012_0723724,2007_0621272,3,undirected
2012_0723724,2008_0627962,1,undirected
2012_0723724,2011_0674921_A1,2,undirected
2012_0723724,2016_0742650,2,undirected
2012_0723724,2021_0813136,2,undirected
2012_0725346,2011_0722431,3,undirected
2012_0725346,2012_0678191_A1,1,undirected
2012_0725346,2014_0723630,2,undirected
2012_0725358,2010_0725141,3,undirected
2012_0725358,2013_0696088,2,undirected
2012_0725358,2014_0723631,1,undirected
2012_0725358,2014_0723684,3,undirected
2012_0725358,2022_0825992,1,undirected
2012_0725358,2022_0831470,2,undirected
2013_0688135,2009_0638953,3,undirected
2013_0688135,2014_0708925,5,undirected
2013_0688135,2022_0831470,1,undirected
2013_0689275,2006_0612675,1,undirected
2013_0689275,2007_0624813,1,undirected
2013_0689275,2009_0642509,4,undirected
2013_0689275,2011_0678307_A1,1,undirected
2013_0689275,2012_0680635_A1,1,undirected
2013_0689275,2019_0795031,6,undirected
2013_0689275,2022_0833151,1,undirected
2013_0689534,2011_0678307_A1,2,undirected
2013_0689534,2011_0722431,5,undirected
2013_0689534,2012_0680635_A1,1,undirected
2013_0689534,2014_0723622,1,undirected
2013_0689534,2017_0755849,6,undirected
2013_0689534,2018_0774506,3,undirected
2013_0689534,2020_0805981,2,undirected
2013_0689940,2006_0610357,1,undirected
2013_0689940,2012_0678191_A1,1,undirected
2013_0689940,2014_0722256,3,undirected
2013_0689940,2017_0760943,2,undirected
2013_0690159,2006_0610204,2,undirected
2013_0690159,2021_0812367,3,undirected
2013_0690159,2023_0834137,1,undirected
2013_0690270,2006_0611233,1,undirected
2013_0690270,2008_0636424,6,undirected
2013_0690270,2010_0725143,5,undirected
2013_0690270,2011_0721830,2,undirected
2013_0690270,2014_0713809,4,undirected
2013_0690270,2015_0733108,1,undirected
2013_0690270,2020_0800575,3,undirected
2013_0690834,2009_0651949,1,undirected
2013_0690834,2011_0668451_A1,1,undirected
2013_0690834,2017_0755725,1,undirected
2013_0690834,2017_0767624,6,undirected
2013_0690834,2022_0833509,1,undirected
2013_0690834,2023_0833910,2,undirected
2013_0691557,2010_0665312,1,undirected
2013_0691557,2017_0769021,1,undirected
2013_0691557,2019_0798648,2,undirected
2013_0691557,2022_0833151,3,undirected
2013_0691665,2017_0756238,1,undirected
2013_0691665,2021_0812002,2,undirected
2013_0691665,2021_0815690,3,undirected
2013_0691686,2019_0788573,2,undirected
2013_0691686,2021_0812001,1,undirected
2013_0691686,2022_0828496,3,undirected
2013_0691810,2009_0638953,1,undirected
2013_0691810,2011_0668451_A1,3,undirected
2013_0691810,2017_0755178,2,undirected
2013_0693229,2014_0716938,2,undirected
2013_0693229,2017_0754540,1,undirected
2013_0693229,2019_0795030,2,undirected
2013_0693229,2021_0806867,3,undirected
2013_0693229,2022_0828496,1,undirected
2013_0693229,2023_0833910,3,undirected
2013_0693987,2009_0641841,1,undirected
2013_0693987,2009_0651849,2,undirected
2013_0693987,2010_0658780,4,undirected
2013_0693987,2012_0681212_A1,1,undirected
2013_0693987,2015_0738830,1,undirected
2013_0693987,2022_0821352,3,undirected
2013_0693987,2022_0831982,2,undirected
2013_0694570,2009_0642509,3,undirected
2013_0694570,2010_0663681,2,undirected
2013_0694570,2019_0795031,1,undirected
2013_0694570,2021_0810193,1,undirected
2013_0696088,2009_0641393,2,undirected
2013_0696088,2012_0725358,2,undirected
2013_0696088,2014_0723628,5,undirected
2013_0696088,2018_0774148,2,undirected
2013_0696088,2019_0788573,1,undirected
2013_0696151,2012_0723274,2,undirected
2013_0696151,2012_0723276,3,undirected
2013_0696151,2016_0743832,1,undirected
2013_0696151,2018_0782154,1,undirected
2013_0696151,2021_0809815,2,undirected
2013_0699591,2009_0646356,2,undirected
2013_0699591,2020_0800073,6,undirected
2013_0699591,2020_0800784,2,undirected
2013_0699591,2020_0802619,1,undirected
2013_0699591,2023_0834878,1,undirected
2013_0700961,2009_0644352,1,undirected
2013_0700961,2010_0660010,1,undirected
2013_0700961,2014_0714046,6,undirected
2013_0700961,2015_0729917,2,undirected
2013_0700961,2022_0830686,2,undirected
2013_0703374,2009_0643199,3,undirected
2013_0703374,2012_0680719_A1,4,undirected
2013_0703374,2016_0750760,2,undirected
2013_0703934,2009_0641393,1,undirected
2013_0703934,2014_0723628,3,undirected
2013_0703934,2016_0745038,2,undirected
2013_0703934,2017_0759734,2,undirected
2013_0703934,2023_0835829,3,undirected
2013_0704982,2006_0604231,1,undirected
2013_0704982,2017_0759636,3,undirected
2013_0704982,2019_0795030,2,undirected
2013_0705006,2010_0669183_A1,2,undirected
2013_0705006,2011_0669771_A1,1,undirected
2013_0705006,2012_0679636_A1,1,undirected
2013_0705006,2014_0717058,2,undirected
2013_0705006,2015_0725621,2,undirected
2013_0705006,2017_0759636,3,undirected
2013_0705006,2017_0760468,2,undirected
2013_0705006,2019_0793886,2,undirected
2013_0705006,2020_0805015,1,undirected
2013_0705006,2021_0817829,2,undirected
2013_0705158,2011_0674722_A1,1,undirected
2013_0705158,2012_0702399,3,undirected
2013_0705158,2015_0733028,5,undirected
2013_0705158,2017_0759014,2,undirected
2013_0705158,2021_0809778,1,undirected
2013_0723683,2006_0605505,2,undirected
2013_0723683,2012_0723276,3,undirected
2013_0723683,2014_0723682,1,undirected
2013_0723716,2015_0738980,1,undirected
2013_0723716,2017_0755849,2,undirected
2013_0723716,2021_0809778,6,undirected
2013_0723719,2006_0606395,4,undirected
2013_0723719,2008_0719090,3,undirected
2013_0723719,2011_0721831,2,undirected
2013_0723719,2022_0840512,1,undirected
2013_0723770,2011_0722431,2,undirected
2013_0723770,2014_0723630,6,undirected
2013_0723770,2016_0751977,1,undirected
2014_0707750,2007_0628636,3,undirected
2014_0707750,2020_0803057,2,undirected
2014_0707750,2023_0844412,1,undirected
2014_0708668,2010_0657628,1,undirected
2014_0708668,2010_0658130,3,undirected
2014_0708668,2021_0806629,2,undirected
2014_0708925,2013_0688135,5,undirected
2014_0708925,2020_0801014,3,undirected
2014_0708925,2022_0831470,2,undirected
2014_0708926,2006_0611233,3,undirected
2014_0708926,2008_0627962,2,undirected
2014_0708926,2010_0658130,3,undirected
2014_0708926,2010_0660550,1,undirected
2014_0708926,2016_0745038,1,undirected
2014_0708926,2023_0833910,1,undirected
2014_0709610,2015_0735644,3,undirected
2014_0709610,2018_0771782,2,undirected
2014_0709610,2022_0828496,1,undirected
2014_0709683,2006_0605308,1,undirected
2014_0709683,2011_0680884_A1,3,undirected
2014_0709683,2020_0803057,1,undirected
2014_0709683,2021_0809309,2,undirected
2014_0709691,2012_0693050,1,undirected
2014_0709691,2021_0811635,2,undirected
2014_0709691,2022_0825992,3,undirected
2014_0709691,2022_0828322,2,undirected
2014_0713809,2013_0690270,4,undirected
2014_0713809,2014_0714083,3,undirected
2014_0713809,2016_0743094,1,undirected
2014_0713809,2023_0835973,5,undirected
2014_0714046,2009_0644352,4,undirected
2014_0714046,2013_0700961,6,undirected
2014_0714046,2015_0729917,1,undirected
2014_0714046,2016_0750717,2,undirected
2014_0714046,2022_0823200,2,undirected
2014_0714046,2022_0830686,4,undirected
2014_0714083,2012_0697321,1,undirected
2014_0714083,2014_0713809,3,undirected
2014_0714083,2022_0828496,2,undirected
2014_0714271,2006_0610285,2,undirected
2014_0714271,2009_0642509,2,undirected
2014_0714271,2014_0716938,3,undirected
2014_0714271,2015_0727527,1,undirected
2014_0714271,2015_0735351,5,undirected
2014_0714271,2022_0838529,3,undirected
2014_0714729,2010_0658130,2,undirected
2014_0714729,2021_0810915,1,undirected
2014_0714729,2021_0810916,3,undirected
2014_0716134,2015_0729372,1,undirected
2014_0716134,2016_0743094,2,undirected
2014_0716134,2021_0809309,3,undirected
2014_0716938,2013_0693229,2,undirected
2014_0716938,2014_0714271,3,undirected
2014_0716938,2015_0735351,1,undirected
2014_0717058,2009_0644116,1,undirected
2014_0717058,2010_0661224,3,undirected
2014_0717058,2013_0705006,2,undirected
2014_0717457,2008_0628716,1,undirected
2014_0717457,2010_0669183_A1,3,undirected
2014_0717457,2011_0668451_A1,2,undirected
2014_0718562,2011_0721831,3,undirected
2014_0718562,2012_0723274,2,undirected
2014_0718562,2012_0723276,1,undirected
2014_0720791,2016_0740516,1,undirected
2014_0720791,2016_0752009,2,undirected
2014_0720791,2017_0768151,3,undirected
2014_0722160,2007_0618425,2,undirected
2014_0722160,2015_0737594,6,undirected
2014_0722160,2017_0759734,1,undirected
2014_0722256,2006_0605334,1,undirected
2014_0722256,2007_0618425,4,undirected
2014_0722256,2010_0656172,2,undirected
2014_0722256,2010_0657687,3,undirected
2014_0722256,2011_0674294_A1,1,undirected
2014_0722256,2013_0689940,3,undirected
2014_0722256,2015_0724690,2,undirected
2014_0722256,2015_0736348,1,undirected
2014_0722256,2016_0744640,3,undirected
2014_0722256,2016_0751449,3,undirected
2014_0722256,2017_0755175,1,undirected
2014_0722256,2017_0755849,1,undirected
2014_0722256,2017_0760943,3,undirected
2014_0722256,2020_0800784,1,undirected
2014_0722256,2021_0817829,3,undirected
2014_0722256,2023_0842897,1,undirected
2014_0723182,2010_0669183_A1,2,undirected
2014_0723182,2017_0766419,1,undirected
2014_0723182,2022_0828496,3,undirected
2014_0723622,2007_0622595,3,undirected
2014_0723622,2008_0719552,1,undirected
2014_0723622,2013_0689534,1,undirected
2014_0723622,2016_0741744,3,undirected
2014_0723622,2017_0757806,2,undirected
2014_0723624,2011_0669831_A1,2,undirected
2014_0723624,2012_0678191_A1,1,undirected
2014_0723624,2021_0812185,5,undirected
2014_0723625,2010_0724378,2,undirected
2014_0723625,2012_0681675,2,undirected
2014_0723625,2012_0723275,1,undirected
2014_0723625,2021_0820517,1,undirected
2014_0723625,2023_0839234,3,undirected
2014_0723628,2008_0627762,2,undirected
2014_0723628,2013_0696088,5,undirected
2014_0723628,2013_0703934,3,undirected
2014_0723628,2018_0783844,1,undirected
2014_0723628,2021_0806867,1,undirected
2014_0723628,2021_0809997,5,undirected
2014_0723628,2022_0827264,2,undirected
2014_0723630,2011_0722431,1,undirected
2014_0723630,2012_0678191_A1,1,undirected
2014_0723630,2012_0725346,2,undirected
2014_0723630,2013_0723770,6,undirected
2014_0723630,2017_0760943,2,undirected
2014_0723631,2007_0626143,1,undirected
2014_0723631,2010_0656183,6,undirected
2014_0723631,2010_0725141,2,undirected
2014_0723631,2012_0725358,1,undirected
2014_0723631,2022_0826596,2,undirected
2014_0723682,2006_0603306,1,undirected
2014_0723682,2006_0605505,1,undirected
2014_0723682,2008_0719090,6,undirected
2014_0723682,2009_0725149,2,undirected
2014_0723682,2010_0724377,1,undirected
2014_0723682,2010_0724378,1,undirected
2014_0723682,2012_0681675,2,undirected
2014_0723682,2012_0723276,4,undirected
2014_0723682,2013_0723683,1,undirected
2014_0723682,2014_0723715,2,undirected
2014_0723682,2014_0723775,3,undirected
2014_0723682,2014_0723816,1,undirected
2014_0723682,2016_0743832,1,undirected
2014_0723682,2021_0813410,1,undirected
2014_0723682,2021_0813616,1,undirected
2014_0723682,2022_0825991,1,undirected
2014_0723682,2022_0833220,2,undirected
2014_0723682,2023_0834980,2,undirected
2014_0723682,2023_0839234,1,undirected
2014_0723684,2011_0680884_A1,5,undirected
2014_0723684,2012_0725358,3,undirected
2014_0723684,2015_0724768,1,undirected
2014_0723684,2015_0742504,2,undirected
2014_0723684,2015_0742641,2,undirected
2014_0723684,2017_0754893,3,undirected
2014_0723684,2017_0768151,5,undirected
2014_0723684,2021_0812001,1,undirected
2014_0723715,2006_0605505,2,undirected
2014_0723715,2012_0723274,3,undirected
2014_0723715,2012_0723275,3,undirected
2014_0723715,2012_0723276,3,undirected
2014_0723715,2014_0723682,2,undirected
2014_0723715,2015_0742433,3,undirected
2014_0723715,2016_0743832,2,undirected
2014_0723715,2022_0833220,3,undirected
2014_0723715,2023_0839234,3,undirected
2014_0723775,2008_0719090,1,undirected
2014_0723775,2014_0723682,3,undirected
2014_0723775,2021_0820517,2,undirected
2014_0723775,2023_0839234,2,undirected
2014_0723816,2009_0725149,3,undirected
2014_0723816,2014_0723682,1,undirected
2014_0723816,2023_0840793,3,undirected
2015_0724109,2009_0651972,2,undirected
2015_0724109,2011_0668451_A1,3,undirected
2015_0724109,2019_0784489,2,undirected
2015_0724690,2014_0722256,2,undirected
2015_0724690,2016_0753223,1,undirected
2015_0724690,2022_0833151,3,undirected
2015_0724768,2014_0723684,1,undirected
2015_0724768,2015_0725033,2,undirected
2015_0724768,2020_0803057,3,undirected
2015_0724768,2023_0844412,2,undirected
2015_0725033,2015_0724768,2,undirected
2015_0725033,2015_0735644,1,undirected
2015_0725033,2021_0819811,5,undirected
2015_0725079,2007_0614376,1,undirected
2015_0725079,2017_0766419,2,undirected
2015_0725079,2021_0812001,3,undirected
2015_0725621,2013_0705006,2,undirected
2015_0725621,2017_0758935,3,undirected
2015_0725621,2019_0795030,1,undirected
2015_0726288,2006_0610357,1,undirected
2015_0726288,2010_0657687,3,undirected
2015_0726288,2015_0738993,2,undirected
2015_0727430,2019_0785180,3,undirected
2015_0727430,2021_0810970,1,undirected
2015_0727430,2021_0811461,1,undirected
2015_0727430,2022_0831983,2,undirected
2015_0727527,2009_0642509,3,undirected
2015_0727527,2010_0663681,2,undirected
2015_0727527,2014_0714271,1,undirected
2015_0729113,2008_0636424,2,undirected
2015_0729113,2012_0697321,4,undirected
2015_0729113,2019_0788573,1,undirected
2015_0729293,2010_0663796,1,undirected
2015_0729293,2012_0702399,2,undirected
2015_0729293,2017_0759014,3,undirected
2015_0729372,2009_0649805,2,undirected
2015_0729372,2011_0668451_A1,2,undirected
2015_0729372,2014_0716134,1,undirected
2015_0729372,2016_0742650,1,undirected
2015_0729372,2016_0743094,1,undirected
2015_0729372,2017_0754148,2,undirected
2015_0729372,2020_0801014,3,undirected
2015_0729372,2020_0801365,3,undirected
2015_0729372,2020_0803057,4,undirected
2015_0729496,2008_0638042,1,undirected
2015_0729496,2012_0702399,3,undirected
2015_0729496,2017_0759014,2,undirected
2015_0729792,2007_0618425,1,undirected
2015_0729792,2016_0750760,3,undirected
2015_0729792,2017_0759636,2,undirected
2015_0729917,2011_0668451_A1,3,undirected
2015_0729917,2013_0700961,2,undirected
2015_0729917,2014_0714046,1,undirected
2015_0733028,2007_0619463,1,undirected
2015_0733028,2008_0629932,1,undirected
2015_0733028,2008_0635587,2,undirected
2015_0733028,2013_0705158,5,undirected
2015_0733028,2015_0738980,2,undirected
2015_0733028,2017_0759014,1,undirected
2015_0733028,2018_0774506,2,undirected
2015_0733028,2020_0802619,5,undirected
2015_0733108,2010_0665312,2,undirected
2015_0733108,2011_0721830,1,undirected
2015_0733108,2013_0690270,1,undirected
2015_0733108,2020_0803057,3,undirected
2015_0733108,2022_0828322,5,undirected
2015_0733354,2017_0759734,2,undirected
2015_0733354,2019_0789215,6,undirected
2015_0733354,2020_0805015,1,undirected
2015_0734672,2007_0615718,2,undirected
2015_0734672,2009_0642509,1,undirected
2015_0734672,2016_0753223,4,undirected
2015_0735099,2010_0658130,1,undirected
2015_0735099,2010_0663681,5,undirected
2015_0735099,2011_0345656_A1,1,undirected
2015_0735099,2021_0812367,6,undirected
2015_0735351,2014_0714271,5,undirected
2015_0735351,2014_0716938,1,undirected
2015_0735351,2016_0744652,2,undirected
2015_0735351,2016_0749658,2,undirected
2015_0735351,2017_0755721,1,undirected
2015_0735351,2022_0831470,3,undirected
2015_0735644,2006_0611233,2,undirected
2015_0735644,2010_0669183_A1,1,undirected
2015_0735644,2012_0679636_A1,3,undirected
2015_0735644,2014_0709610,3,undirected
2015_0735644,2015_0725033,1,undirected
2015_0735644,2021_0809309,3,undirected
2015_0735644,2021_0812001,2,undirected
2015_0736348,2006_0612272,2,undirected
2015_0736348,2014_0722256,1,undirected
2015_0736348,2017_0760943,3,undirected
2015_0736348,2023_0834878,2,undirected
2015_0736408,2017_0759636,2,undirected
2015_0736408,2019_0798648,3,undirected
2015_0736408,2022_0833151,1,undirected
2015_0737594,2006_0608782,4,undirected
2015_0737594,2007_0618425,2,undirected
2015_0737594,2009_0651849,3,undirected
2015_0737594,2010_0657687,2,undirected
2015_0737594,2014_0722160,6,undirected
2015_0737594,2019_0787271,1,undirected
2015_0738360,2008_0636424,3,undirected
2015_0738360,2010_0658130,2,undirected
2015_0738360,2022_0831470,1,undirected
2015_0738522,2010_0661224,1,undirected
2015_0738522,2017_0760159,2,undirected
2015_0738522,2017_0766419,3,undirected
2015_0738830,2013_0693987,1,undirected
2015_0738830,2016_0745008,2,undirected
2015_0738830,2017_0755721,1,undirected
2015_0738830,2021_0806629,2,undirected
2015_0738830,2022_0831982,4,undirected
2015_0738830,2022_0833509,2,undirected
2015_0738980,2008_0630836,3,undirected
2015_0738980,2008_0635587,6,undirected
2015_0738980,2009_0721514,1,undirected
2015_0738980,2011_0722431,1,undirected
2015_0738980,2012_0700125,2,undirected
2015_0738980,2013_0723716,1,undirected
2015_0738980,2015_0733028,2,undirected
2015_0738980,2017_0767425,3,undirected
2015_0738980,2018_0781189,1,undirected
2015_0738993,2011_0669831_A1,2,undirected
2015_0738993,2012_0678191_A1,1,undirected
2015_0738993,2015_0726288,2,undirected
2015_0738993,2021_0812185,3,undirected
2015_0742433,2009_0725149,1,undirected
2015_0742433,2014_0723715,3,undirected
2015_0742433,2018_0773698,2,undirected
2015_0742504,2014_0723684,2,undirected
2015_0742504,2017_0768151,3,undirected
2015_0742504,2022_0831982,1,undirected
2015_0742641,2014_0723684,2,undirected
2015_0742641,2020_0803057,3,undirected
2015_0742641,2022_0826596,1,undirected
2016_0739777,2010_0662860,1,undirected
2016_0739777,2021_0806629,2,undirected
2016_0739777,2022_0833641,5,undirected
2016_0739951,2011_0668451_A1,3,undirected
2016_0739951,2020_0803057,1,undirected
2016_0739951,2023_0848005,2,undirected
2016_0740516,2011_0672112_A1,3,undirected
2016_0740516,2012_0693050,2,undirected
2016_0740516,2014_0720791,1,undirected
2016_0740516,2016_0743837,3,undirected
2016_0740516,2017_0756238,1,undirected
2016_0740516,2017_0766160,1,undirected
2016_0740516,2017_0768151,1,undirected
2016_0740516,2022_0825992,3,undirected
2016_0740516,2022_0831470,5,undirected
2016_0741744,2006_0610033,2,undirected
2016_0741744,2007_0624813,3,undirected
2016_0741744,2009_0641033,1,undirected
2016_0741744,2009_0643199,2,undirected
2016_0741744,2009_0650966,2,undirected
2016_0741744,2011_0674294_A1,3,undirected
2016_0741744,2012_0679629_A1,1,undirected
2016_0741744,2014_0723622,3,undirected
2016_0741744,2016_0749658,1,undirected
2016_0741744,2016_0750850,1,undirected
2016_0741744,2017_0757806,6,undirected
2016_0741744,2019_0798648,2,undirected
2016_0741744,2022_0831982,4,undirected
2016_0741744,2023_0849882,1,undirected
2016_0742650,2012_0723724,2,undirected
2016_0742650,2015_0729372,1,undirected
2016_0742650,2020_0803057,3,undirected
2016_0743094,2009_0638953,3,undirected
2016_0743094,2014_0713809,1,undirected
2016_0743094,2014_0716134,2,undirected
2016_0743094,2015_0729372,1,undirected
2016_0743094,2020_0803057,3,undirected
2016_0743094,2021_0811635,1,undirected
2016_0743094,2021_0819811,3,undirected
2016_0743094,2022_0821801,3,undirected
2016_0743094,2022_0828322,1,undirected
2016_0743094,2022_0831470,1,undirected
2016_0743094,2023_0846594,1,undirected
2016_0743828,2006_0603306,1,undirected
2016_0743828,2007_0621272,2,undirected
2016_0743828,2010_0724377,3,undirected
2016_0743832,2013_0696151,1,undirected
2016_0743832,2014_0723682,1,undirected
2016_0743832,2014_0723715,2,undirected
2016_0743832,2018_0782154,2,undirected
2016_0743832,2021_0813410,6,undirected
2016_0743832,2021_0815690,1,undirected
2016_0743837,2007_0616257,3,undirected
2016_0743837,2016_0740516,3,undirected
2016_0743837,2021_0815690,2,undirected
2016_0743837,2022_0825992,1,undirected
2016_0744196,2017_0759636,3,undirected
2016_0744196,2018_0778044,2,undirected
2016_0744196,2018_0781143,2,undirected
2016_0744196,2019_0791109,3,undirected
2016_0744640,2014_0722256,3,undirected
2016_0744640,2016_0751449,1,undirected
2016_0744640,2018_0780757,2,undirected
2016_0744640,2023_0849882,1,undirected
2016_0744652,2009_0638953,3,undirected
2016_0744652,2015_0735351,2,undirected
2016_0744652,2018_0772044,1,undirected
2016_0745000,2007_0615202,1,undirected
2016_0745000,2007_0628636,2,undirected
2016_0745000,2018_0771782,6,undirected
2016_0745008,2015_0738830,2,undirected
2016_0745008,2019_0787655,1,undirected
2016_0745008,2021_0806629,3,undirected
2016_0745038,2013_0703934,2,undirected
2016_0745038,2014_0708926,1,undirected
2016_0745038,2020_0803057,3,undirected
2016_0745178,2007_0618425,2,undirected
